NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
RIMS4	1	RIMS4	
IPO9	1	IPO9	
RIMS3	1	RIMS3	
FGF9	1	FGF9	
CSGALNACT1	1	CSGALNACT1	
USP8	1	USP8	
USP7	1	USP7	
USP6	1	USP6	
TPM4	1	TPM4	
USP5	1	USP5	
MAMSTR	1	MAMSTR	
TMEM178A	1	TMEM178	
TPM3	1	TPM3	
USP4	1	USP4	
SWAP70	1	SWAP70	
TPM2	1	TPM2	
USP3	1	USP3	
CSGALNACT2	1	CSGALNACT2	
IPMK	1	IPMK	
TPM1	1	TPM1	
USP2	1	USP2	
DYRK1A	1	DYRK1A	
DYRK1B	1	DYRK1B	
CHD1L	1	CHD1L	
EDAR	1	EDAR	
PYGO1	1	PYGO1	
PYGO2	1	PYGO2	
ZNF799	1	ZNF799	
IPPK	1	IPPK	
RTN4R	1	RTN4R	
ZNF793	1	ZNF793	
ZNF792	1	ZNF792	
ZNF791	1	ZNF791	
ZNF790	1	ZNF790	
GLT8D1	1	GLT8D1	
GLT8D2	1	GLT8D2	
HMMR	1	HMMR	
FGGY	1	FGGY	
PRECSIT	1	C13orf29	
SMN2	1	SMN2	
SLC66A1LP	1	C3orf55	
ZNF789	1	ZNF789	
SMN1	1	SMN1	
TPPP	1	TPPP	
ZNF787	1	ZNF787	
ZNF786	1	ZNF786	
ZNF785	1	ZNF785	
ZNF784	1	ZNF784	
ZNF782	1	ZNF782	
AKIRIN2	1	AKIRIN2	
ZNF781	1	ZNF781	
AKIRIN1	1	AKIRIN1	
SLC4A10	1	SLC4A10	
SLC4A11	1	SLC4A11	
PXDNL	1	PXDNL	
DAB2	1	DAB2	
DAB1	1	DAB1	
PDCL	1	PDCL	
TPP2	1	TPP2	
ZNF778	1	ZNF778	
TPP1	1	TPP1	
ZNF777	1	ZNF777	
ZNF776	1	ZNF776	
OR13A1	1	OR13A1	
ZNF775	1	ZNF775	
ZNF774	1	ZNF774	
DDX11L2	1	DDX11L2	
MIR31HG	1	LOC554202	
ZNF773	1	ZNF773	
ZNF772	1	ZNF772	
ZNF771	1	ZNF771	
ZNF770	1	ZNF770	
UFSP2	1	UFSP2	
UFSP1	1	UFSP1	
ZNF768	1	ZNF768	
ZNF766	1	ZNF766	
ZNF765	1	ZNF765	
TNPO1	1	TNPO1	
ZNF764	1	ZNF764	
ENSG00000291006	1	LOC730101	
TNPO2	1	TNPO2	
ZNF763	1	ZNF763	
PAAF1	1	PAAF1	
TNPO3	1	TNPO3	
ILKAP	1	ILKAP	
TPRN	1	TPRN	
ZNF761	1	ZNF761	
CTDSPL	1	CTDSPL	
EDF1	1	EDF1	
WIPI1	1	WIPI1	
WIPI2	1	WIPI2	
ZNF75D	1	ZNF75D	
ZNF75A	1	ZNF75A	
NPEPL1	1	NPEPL1	
CTDSP1	1	CTDSP1	
DAD1	1	DAD1	
CTDSP2	1	CTDSP2	
ZNF750	1	ZNF750	
SMPX	1	SMPX	
PLAG1	1	PLAG1	
FGL1	1	FGL1	
FGL2	1	FGL2	
PDHB	1	PDHB	
ZNF749	1	ZNF749	
ZNF747	1	ZNF747	
ZNF746	1	ZNF746	
RPL32P3	1	RPL32P3	
ZNF740	1	ZNF740	
NLGN4X	1	NLGN4X	
SMOX	1	SMOX	
MFAP5	1	MFAP5	
MFAP4	1	MFAP4	
MFAP1	1	MFAP1	
ZNF738	1	ZNF738	
MFAP3	1	MFAP3	
ZNF737	1	ZNF737	
MFAP2	1	MFAP2	
ZNF732	1	ZNF732	
TPT1	1	TPT1	
TMEM183A	1	TMEM183A	
PDCD2L	1	PDCD2L	
TIAL1	1	TIAL1	
ZNF846	1	ZNF846	
DAG1	1	DAG1	
PDK4	1	PDK4	
ZNF845	1	ZNF845	
PDK3	1	PDK3	
ZNF844	1	ZNF844	
ZNF843	1	ZNF843	
ZNF841	1	ZNF841	
BRICD5	1	C16orf79	
PDK2	1	PDK2	
PDK1	1	PDK1	
KRTAP5-AS1	1	LOC338651	
PDHX	1	PDHX	
SLC51A	1	OSTalpha	
TIAM2	1	TIAM2	
TIAM1	1	TIAM1	
PWAR5	1	PAR5	
ZNF839	1	ZNF839	
ZNF837	1	ZNF837	
ZNF836	1	ZNF836	
HMSD	1	HMSD	
HSBP1L1	1	HSBP1L1	
ZNF835	1	ZNF835	
GINM1	1	C6orf72	
ZNF831	1	ZNF831	
ZNF830	1	ZNF830	
TMEM185B	1	TMEM185B	
TMEM185A	1	TMEM185A	
STXBP3	1	STXBP3	
STXBP4	1	STXBP4	
STXBP1	1	STXBP1	
STXBP2	1	STXBP2	
GSKIP	1	C14orf129	
RPAP1	1	RPAP1	
RPAP2	1	RPAP2	
RPAP3	1	RPAP3	
CD79B	1	CD79B	
CD79A	1	CD79A	
CDRT15P1	1	CDRT15P	
ZNF829	1	ZNF829	
PDCD11	1	PDCD11	
ZNF827	1	ZNF827	
PDCD10	1	PDCD10	
ZNF823	1	ZNF823	
STXBP5	1	STXBP5	
ZNF821	1	ZNF821	
STXBP6	1	STXBP6	
TMEM184A	1	TMEM184A	
TMEM184C	1	TMEM184C	
TMEM184B	1	TMEM184B	
SMU1	1	SMU1	
TPX2	1	TPX2	
SMTN	1	SMTN	
ADCK2	1	ADCK2	
ZNF816	1	ZNF816A	
ADCK1	1	ADCK1	
ZNF814	1	ZNF814	
ZNF813	1	ZNF813	
ADCK5	1	ADCK5	
DCP1A	1	DCP1A	
HAR1A	1	HAR1A	
DCP1B	1	DCP1B	
HAR1B	1	HAR1B	
RPAIN	1	RPAIN	
C2CD6	1	ALS2CR11	
ZCCHC12	1	ZCCHC12	
C2CD5	1	KIAA0528	
ZCCHC10	1	ZCCHC10	
C2CD3	1	C2CD3	
C2CD2	1	C2CD2	
ZCCHC18	1	ZCCHC18	
ZCCHC17	1	ZCCHC17	
ZCCHC14	1	ZCCHC14	
ZNF808	1	ZNF808	
ZNF805	1	ZNF805	
ZNF800	1	ZNF800	
ZCCHC24	1	ZCCHC24	
EDN1	1	EDN1	
EDN2	1	EDN2	
EDN3	1	EDN3	
PDCD1LG2	1	PDCD1LG2	
PPHLN1	1	PPHLN1	
CYP7B1	1	CYP7B1	
TEKT4P2	1	LOC100132288	
VWA8	1	KIAA0564	
BDNF-AS	1	BDNFOS	
MATN1	1	MATN1	
VWA1	1	VWA1	
VWA2	1	VWA2	
ACTRT3	1	ARPM1	
MATN4	1	MATN4	
MATN3	1	MATN3	
VWA7	1	C6orf27	
MATN2	1	MATN2	
VWCE	1	VWCE	
CHRAC1	1	CHRAC1	
PDPR	1	PDPR	
PDPN	1	PDPN	
TRAM1L1	1	TRAM1L1	
GINS1	1	GINS1	
GINS2	1	GINS2	
GINS3	1	GINS3	
GINS4	1	GINS4	
GRHL3	1	GRHL3	
GRHL1	1	GRHL1	
GRHL2	1	GRHL2	
PDP1	1	PDP1	
MPHOSPH9	1	MPHOSPH9	
PDP2	1	PDP2	
F2RL1	1	F2RL1	
MPHOSPH8	1	MPHOSPH8	
F2RL2	1	F2RL2	
F2RL3	1	F2RL3	
MPHOSPH6	1	MPHOSPH6	
ZWILCH	1	ZWILCH	
DEUP1	1	CCDC67	
LZIC	1	LZIC	
MARCHF10	1	MARCH10	
CCDC28B	1	CCDC28B	
CCDC28A	1	CCDC28A	
MAGED4B	1	MAGED4B	
AZI2	1	AZI2	
RALBP1	1	RALBP1	
VWDE	1	VWDE	
ZBTB11-AS1	1	LOC100009676	
MATR3	1	MATR3	
DAP3	1	DAP3	
ADCY10P1	1	LOC221442	
PMAIP1	1	PMAIP1	
SPECC1	1	CYTSB	
GRHPR	1	GRHPR	
TSGA10	1	TSGA10	
EOLA2	1	CXorf40B	
MRFAP1L2	1	LOC93622	
EOLA1	1	CXorf40A	
MRFAP1L1	1	MRFAP1L1	
RABEPK	1	RABEPK	
OASL	1	OASL	
LRRTM3	1	LRRTM3	
LRRTM4	1	LRRTM4	
FAM86B2	1	FAM86B2	
LRRTM1	1	LRRTM1	
TOP1MT	1	TOP1MT	
LRRTM2	1	LRRTM2	
BRD3OS	1	NCRNA00094	
IQCE	1	IQCE	
PLAUR	1	PLAUR	
TOP1P1	1	TOP1P1	
FAM86B1	1	FAM86B1	
LINC03040	1	C6orf223	
IQCC	1	IQCC	
IQCD	1	IQCD	
IQCG	1	IQCG	
IQCH	1	IQCH	
SUPV3L1	1	SUPV3L1	
ALDH1A3	1	ALDH1A3	
IQCN	1	KIAA1683	
IQCK	1	IQCK	
RABEP1	1	RABEP1	
OAS1	1	OAS1	
RABEP2	1	RABEP2	
OAS2	1	OAS2	
THRAP3	1	THRAP3	
ALDH1A2	1	ALDH1A2	
OAS3	1	OAS3	
ALDH1A1	1	ALDH1A1	
PDXK	1	PDXK	
PDXP	1	PDXP	
FAM86DP	1	FAM86D	
ERICH5	1	C8orf47	
ERICH6	1	FAM194A	
OGFRL1	1	OGFRL1	
UXT-AS1	1	LOC100133957	
ALDH1B1	1	ALDH1B1	
ERICH1	1	ERICH1	
ERICH3	1	C1orf173	
SNCG	1	SNCG	
SNCB	1	SNCB	
LURAP1	1	C1orf190	
S100PBP	1	S100PBP	
SNCA	1	SNCA	
PDX1	1	PDX1	
LINC03062	1	LOC100129066	
SLC4A7	1	SLC4A7	
SLC4A8	1	SLC4A8	
SLC4A9	1	SLC4A9	
NSDHL	1	NSDHL	
DAXX	1	DAXX	
CRIPTO	1	TDGF1	
SND1	1	SND1	
SLC5A6	1	SLC5A6	
SLC5A7	1	SLC5A7	
SLC5A9	1	SLC5A9	
PADI3	1	PADI3	
PADI2	1	PADI2	
TBPL1	1	TBPL1	
PADI4	1	PADI4	
PADI1	1	PADI1	
MTMR1	1	MTMR1	
SAMTOR	1	C7orf60	
MTMR2	1	MTMR2	
MTMR3	1	MTMR3	
MEAF6	1	MEAF6	
MTMR8	1	MTMR8	
MTMR9	1	MTMR9	
SLC5A1	1	SLC5A1	
MTMR4	1	MTMR4	
SLC5A2	1	SLC5A2	
OAZ1	1	OAZ1	
SLC5A3	1	SLC5A3	
MTMR6	1	MTMR6	
OAZ2	1	OAZ2	
SLC5A4	1	SLC5A4	
MTMR7	1	MTMR7	
OAZ3	1	OAZ3	
SLC5A5	1	SLC5A5	
HMGXB4	1	HMGXB4	
NRAD1	1	LOC121838	
HMGXB3	1	HMGXB3	
PROSER3	1	C19orf55	
B3GALNT2	1	B3GALNT2	
B3GALNT1	1	B3GALNT1	
NAPSA	1	NAPSA	
NAPSB	1	NAPSB	
ERLIN1	1	ERLIN1	
AZU1	1	AZU1	
ERLIN2	1	ERLIN2	
SNF8	1	SNF8	
MLLT11	1	MLLT11	
MLLT10	1	MLLT10	
NAPEPLD	1	NAPEPLD	
SASS6	1	SASS6	
STAG3L1	1	STAG3L1	
STAG3L3	1	STAG3L3	
STAG3L2	1	STAG3L2	
STAG3L4	1	STAG3L4	
LITAF	1	LITAF	
TRIOBP	1	TRIOBP	
EEA1	1	EEA1	
RPL23AP82	1	RPL23AP82	
FGFBP3	1	FGFBP3	
ELOVL1	1	ELOVL1	
FGFBP1	1	FGFBP1	
FGFBP2	1	FGFBP2	
ELOVL4	1	ELOVL4	
RIPK3	1	RIPK3	
ELOVL5	1	ELOVL5	
RIPK2	1	RIPK2	
ELOVL2	1	ELOVL2	
ELOVL3	1	ELOVL3	
RIPK4	1	RIPK4	
VWA5A	1	VWA5A	
ELOVL6	1	ELOVL6	
ELOVL7	1	ELOVL7	
POU5F1	1	POU5F1	
SUMF2	1	SUMF2	
SUMF1	1	SUMF1	
SLC29A4	1	SLC29A4	
SLC29A1	1	SLC29A1	
SLC29A3	1	SLC29A3	
SLC29A2	1	SLC29A2	
FSTL1	1	FSTL1	
FSTL4	1	FSTL4	
FSTL3	1	FSTL3	
RECQL4	1	RECQL4	
FSTL5	1	FSTL5	
RECQL5	1	RECQL5	
CARNS1	1	CARNS1	
RPL23AP64	1	RPL23AP64	
P2RY12	1	P2RY12	
P2RY13	1	P2RY13	
P2RY10	1	P2RY10	
UTP6	1	UTP6	
P2RY11	1	P2RY11	
SLC16A1	1	SLC16A1	
UTP4	1	CIRH1A	
UTP3	1	UTP3	
P2RY14	1	P2RY14	
MEAK7	1	KIAA1609	
YLPM1	1	YLPM1	
VWA3A	1	VWA3A	
VWA3B	1	VWA3B	
ZNF699	1	ZNF699	
ZNF697	1	ZNF697	
RPL23AP53	1	RPL23AP53	
ZNF696	1	ZNF696	
ZNF695	1	ZNF695	
PECR	1	PECR	
ZNF692	1	ZNF692	
ZNF691	1	ZNF691	
CSE1L	1	CSE1L	
STK19	1	STK19	
HNMT	1	HNMT	
ATP8B5P	1	ATP8B5P	
RNF126P1	1	RNF126P1	
STK10	1	STK10	
STK11	1	STK11	
STK16	1	STK16	
KPNA6	1	KPNA6	
SLC16A6	1	SLC16A6	
KPNA7	1	KPNA7	
SLC16A7	1	SLC16A7	
KPNA4	1	KPNA4	
SLC16A8	1	SLC16A8	
ZNF689	1	ZNF689	
KPNA5	1	KPNA5	
SLC16A9	1	SLC16A9	
ZNF688	1	ZNF688	
KPNA2	1	KPNA2	
SLC16A2	1	SLC16A2	
ZNF687	1	ZNF687	
KPNA3	1	KPNA3	
SLC16A3	1	SLC16A3	
SLC16A4	1	SLC16A4	
KPNA1	1	KPNA1	
SLC16A5	1	SLC16A5	
ZNF684	1	ZNF684	
ZNF683	1	ZNF683	
ZNF682	1	ZNF682	
ZNF681	1	ZNF681	
ZNF680	1	ZNF680	
ACAP3	1	ACAP3	
ACAP2	1	ACAP2	
ACAP1	1	ACAP1	
SLC7A5P2	1	SLC7A5P2	
UTS2	1	UTS2	
ZNF678	1	ZNF678	
ZNF677	1	ZNF677	
UTRN	1	UTRN	
ZNF676	1	ZNF676	
ZNF675	1	ZNF675	
KPNB1	1	KPNB1	
PVALB	1	PVALB	
ZNF674	1	ZNF674	
ZNF672	1	ZNF672	
ZNF671	1	ZNF671	
ZNF670	1	ZNF670	
TSACC	1	C1orf182	
PEF1	1	PEF1	
STK39	1	STK39	
THADA	1	THADA	
FHIT	1	FHIT	
ACAT2	1	ACAT2	
ACAT1	1	ACAT1	
STK31	1	STK31	
STK33	1	STK33	
STK35	1	STK35	
STK36	1	STK36	
STK38	1	STK38	
ZNF669	1	ZNF669	
ZNF668	1	ZNF668	
ZNF667	1	ZNF667	
ZNF665	1	ZNF665	
ENSG00000291149	1	LOC154761	
ZNF664	1	ZNF664	
ZNF662	1	ZNF662	
ZNF660	1	ZNF660	
SRD5A2	1	SRD5A2	
SRD5A1	1	SRD5A1	
SRD5A3	1	SRD5A3	
EEF2	1	EEF2	
KIAA1755	1	KIAA1755	
PTGES2-AS1	1	LOC389791	
STK24	1	STK24	
STK25	1	STK25	
STK26	1	MST4	
ZNF658	1	ZNF658	
ZNF655	1	ZNF655	
ZNF654	1	ZNF654	
ZNF653	1	ZNF653	
ZNF652	1	ZNF652	
POMT2	1	POMT2	
FHL1	1	FHL1	
POMT1	1	POMT1	
FHL2	1	FHL2	
FHL3	1	FHL3	
SUMO4	1	SUMO4	
NRARP	1	NRARP	
FHL5	1	FHL5	
MIR924HG	1	LOC647946	
CAPZB	1	CAPZB	
SUMO1	1	SUMO1	
SUMO3	1	SUMO3	
ZNF649	1	ZNF649	
IQUB	1	IQUB	
SUMO2	1	SUMO2	
ZNF646	1	ZNF646	
TNFSF12-TNFSF13	1	TNFSF12-TNFSF13	
ZNF644	1	ZNF644	
ZNF641	1	ZNF641	
OVGP1	1	OVGP1	
PEG3	1	PEG3	
DBF4	1	DBF4	
NSMCE4A	1	NSMCE4A	
SNPH	1	SNPH	
ZNF639	1	ZNF639	
ZNF638	1	ZNF638	
ZNF37BP	1	ZNF37B	
ZNF630	1	ZNF630	
C2orf81	1	C2orf81	
CKMT2	1	CKMT2	
C2orf88	1	C2orf88	
ZNF629	1	ZNF629	
ZNF628	1	ZNF628	
ZNF627	1	ZNF627	
ZNF626	1	ZNF626	
CDC37L1	1	CDC37L1	
ZNF625	1	ZNF625	
ZNF624	1	ZNF624	
ZNF623	1	ZNF623	
ZNF622	1	ZNF622	
ZNF621	1	ZNF621	
ZNF620	1	ZNF620	
C2orf72	1	C2orf72	
TMPPE	1	TMPPE	
SNRK	1	SNRK	
ZNF619	1	ZNF619	
C2orf74	1	C2orf74	
ZNF618	1	ZNF618	
C2orf76	1	C2orf76	
ZNF616	1	ZNF616	
ZNF615	1	ZNF615	
ZNF614	1	ZNF614	
ZNF613	1	ZNF613	
ZNF611	1	ZNF611	
ZNF610	1	ZNF610	
LPGAT1	1	LPGAT1	
OGFOD3	1	C17orf101	
ENSG00000280424	1	LOC730668	
C2orf69	1	C2orf69	
C2orf68	1	C2orf68	
ZNF727	1	ZNF727	
OGFOD1	1	OGFOD1	
OGFOD2	1	OGFOD2	
ZNF721	1	ZNF721	
PELO	1	PELO	
ARMT1	1	C6orf211	
LINC02035	1	LOC100129550	
PHYKPL	1	AGXT2L2	
SCAF11	1	SFRS2IP	
THAP2	1	THAP2	
FNDC8	1	FNDC8	
THAP1	1	THAP1	
FNDC5	1	FNDC5	
THAP4	1	THAP4	
THAP3	1	THAP3	
THAP6	1	THAP6	
FNDC4	1	FNDC4	
SNTN	1	SNTN	
THAP5	1	THAP5	
ZNF718	1	ZNF718	
FNDC1	1	FNDC1	
THAP8	1	THAP8	
ZNF717	1	ZNF717	
THAP7	1	THAP7	
THAP9	1	THAP9	
ZNF714	1	ZNF714	
ZNF713	1	ZNF713	
TAGLN2	1	TAGLN2	
ZNF711	1	ZNF711	
TAGLN3	1	TAGLN3	
ZNF710	1	ZNF710	
OBI1	1	RNF219	
WDR5CP	1	LOC401127	
CRACD	1	KIAA1211	
FUNDC2P2	1	FUNDC2P2	
APH1A	1	APH1A	
SNX3	1	SNX3	
SNX4	1	SNX4	
ZNF709	1	ZNF709	
COMMD8	1	COMMD8	
SNX1	1	SNX1	
ZNF708	1	ZNF708	
APH1B	1	APH1B	
COMMD9	1	COMMD9	
SNX2	1	SNX2	
ZNF707	1	ZNF707	
ZNF706	1	ZNF706	
ZNF704	1	ZNF704	
C2orf42	1	C2orf42	
PENK	1	PENK	
ZNF703	1	ZNF703	
ZNF701	1	ZNF701	
SNX9	1	SNX9	
ZNF700	1	ZNF700	
C2orf49	1	C2orf49	
SNX7	1	SNX7	
SNX8	1	SNX8	
SNX5	1	SNX5	
SNX6	1	SNX6	
CRADD	1	CRADD	
INTS1	1	INTS1	
INTS3	1	INTS3	
INTS2	1	INTS2	
SNW1	1	SNW1	
TASOR2	1	C10orf18	
INTS5	1	INTS5	
INTS4	1	INTS4	
PEMT	1	PEMT	
INTS7	1	INTS7	
INTS6	1	INTS6	
INTS9	1	INTS9	
INTS8	1	INTS8	
TMEM151A	1	TMEM151A	
CCDC122	1	CCDC122	
CCDC121	1	CCDC121	
CCDC120	1	CCDC120	
TMEM151B	1	TMEM151B	
CCDC127	1	CCDC127	
CCDC126	1	CCDC126	
CCDC125	1	CCDC125	
CCDC124	1	CCDC124	
CHRDL2	1	CHRDL2	
PEPD	1	PEPD	
CHRDL1	1	CHRDL1	
ACADL	1	ACADL	
ACADM	1	ACADM	
ACADS	1	ACADS	
ACAD8	1	ACAD8	
CCDC112	1	CCDC112	
CCDC110	1	CCDC110	
TMEM150B	1	TMEM150B	
DBNL	1	DBNL	
TMEM150A	1	TMEM150A	
CCDC116	1	CCDC116	
CCDC115	1	CCDC115	
ACAD9	1	ACAD9	
MINK1	1	MINK1	
COMMD2	1	COMMD2	
COMMD3	1	COMMD3	
CCDC117	1	CCDC117	
COMMD1	1	COMMD1	
COMMD6	1	COMMD6	
COMMD7	1	COMMD7	
TMEM150C	1	TMEM150C	
COMMD4	1	COMMD4	
COMMD5	1	COMMD5	
CSDE1	1	CSDE1	
KXD1	1	C19orf50	
C2orf15	1	C2orf15	
DBN1	1	DBN1	
STK40	1	STK40	
CAPS2	1	CAPS2	
SATB1	1	SATB1	
CCDC103	1	CCDC103	
SATB2	1	SATB2	
DOT1L	1	DOT1L	
HEATR1	1	HEATR1	
CCDC107	1	CCDC107	
MALSU1	1	C7orf30	
CCDC106	1	CCDC106	
SERTAD3	1	SERTAD3	
SERTAD4	1	SERTAD4	
SERTAD1	1	SERTAD1	
SERTAD2	1	SERTAD2	
PERP	1	PERP	
PES1	1	PES1	
HEATR3	1	HEATR3	
HEATR4	1	HEATR4	
HEATR6	1	HEATR6	
ALDH4A1	1	ALDH4A1	
PER2	1	PER2	
PER1	1	PER1	
GFI1B	1	GFI1B	
CMSS1	1	C3orf26	
PER3	1	PER3	
CSDC2	1	CSDC2	
ESYT3	1	ESYT3	
EPPK1	1	EPPK1	
ESYT2	1	ESYT2	
ESYT1	1	ESYT1	
CCDC167	1	C6orf129	
DBR1	1	DBR1	
ACAA2	1	ACAA2	
CCDC168	1	LOC643677	
CYP46A1	1	CYP46A1	
CAPN8	1	CAPN8	
CAPN9	1	CAPN9	
CAPN6	1	CAPN6	
CAPN7	1	CAPN7	
DUOXA1	1	DUOXA1	
CAPN5	1	CAPN5	
DUOXA2	1	DUOXA2	
CAPN2	1	CAPN2	
CAPN3	1	CAPN3	
CAPN1	1	CAPN1	
SATL1	1	SATL1	
ACAA1	1	ACAA1	
CCDC163	1	CCDC163P	
ARHGEF40	1	FLJ10357	
CCDC160	1	CCDC160	
EOMES	1	EOMES	
ZBP1	1	ZBP1	
CCDC154	1	CCDC154	
CCDC159	1	CCDC159	
CCDC158	1	CCDC158	
CCDC157	1	CCDC157	
PCOLCE	1	PCOLCE	
TANC2	1	TANC2	
TANC1	1	TANC1	
CCDC152	1	CCDC152	
CCDC150	1	CCDC150	
CCDC142	1	CCDC142	
CCDC149	1	CCDC149	
ARHGEF26	1	SGEF	
CCDC148	1	CCDC148	
ARHGEF25	1	GEFT	
ARHGEF28	1	RGNEF	
CCDC146	1	CCDC146	
ACACB	1	ACACB	
ACACA	1	ACACA	
KIR2DL4	1	KIR2DL4	
BET1P1	1	LOC100128542	
CCDC141	1	CCDC141	
ARHGEF33	1	ARHGEF33	
CCDC134	1	CCDC134	
ARHGEF35	1	ARHGEF35	
ARHGEF37	1	ARHGEF37	
CCDC138	1	CCDC138	
CCDC137	1	CCDC137	
ARHGEF39	1	C9orf100	
CCDC136	1	CCDC136	
ARHGEF38	1	ARHGEF38	
IL17REL	1	IL17REL	
TREH	1	TREH	
SOBP	1	SOBP	
DNPH1	1	C6orf108	
ZNF252P	1	ZNF252	
ARMH4	1	C14orf37	
GPER1	1	GPER	
ZNF385B	1	ZNF385B	
HORMAD1	1	HORMAD1	
ZNF385D	1	ZNF385D	
ARMH3	1	C10orf76	
ZNF385A	1	ZNF385A	
ARMH1	1	C1orf228	
ARHGEF11	1	ARHGEF11	
BCKDHA	1	BCKDHA	
KRT222	1	KRT222	
ARHGEF10	1	ARHGEF10	
CCDC198	1	C14orf105	
ARHGEF12	1	ARHGEF12	
ARHGEF15	1	ARHGEF15	
ARHGEF17	1	ARHGEF17	
ARHGEF16	1	ARHGEF16	
BCKDHB	1	BCKDHB	
ARHGEF19	1	ARHGEF19	
ARHGEF18	1	ARHGEF18	
PEX2	1	PEX2	
PEX1	1	PEX1	
GPCPD1	1	GPCPD1	
HEXA-AS1	1	C15orf34	
PEX7	1	PEX7	
IRF3	1	IRF3	
IRF4	2	IRF4:MUM1	
PEX3	1	PEX3	
IRF1	1	IRF1	
PEX6	1	PEX6	
IRF2	1	IRF2	
PEX5	1	PEX5	
IRF7	1	IRF7	
BLVRB	1	BLVRB	
IRF8	1	IRF8	
CCDC191	1	KIAA1407	
CCDC190	1	C1orf110	
IRF5	1	IRF5	
IRF6	1	IRF6	
BLVRA	1	BLVRA	
IRF9	1	IRF9	
TPT1-AS1	1	LOC100190939	
CCDC186	1	C10orf118	
DBX2	1	DBX2	
DNPEP	1	DNPEP	
MARVELD2	1	MARVELD2	
MARVELD1	1	MARVELD1	
MARVELD3	1	MARVELD3	
CCDC181	1	C1orf114	
CCDC180	1	KIAA1529	
CCDC184	1	C12orf68	
CCDC183	1	KIAA1984	
CCDC178	1	C18orf34	
SOD2	1	SOD2	
NCBP2AS2	1	LOC152217	
SOD3	1	SOD3	
SOD1	1	SOD1	
EEPD1	1	EEPD1	
IRGQ	1	IRGQ	
GOLPH3	1	GOLPH3	
GLB1	1	GLB1	
BRMS1L	1	BRMS1L	
CCDC170	1	C6orf97	
FAM98C	1	FAM98C	
RANGRF	1	RANGRF	
FAM98B	1	FAM98B	
FAM98A	1	FAM98A	
CCDC174	1	C3orf19	
CCDC171	1	C9orf93	
TRIR	1	C19orf43	
GUSBP14	1	LOC100170939	
TRIO	1	TRIO	
GUSBP11	1	LOC91316	
GLDC	1	GLDC	
TRIL	1	TRIL	
UPK3BL1	1	UPK3BL	
FNBP1L	1	FNBP1L	
H2AC15	1	HIST1H2AK	
GLDN	1	GLDN	
H2AC17	1	HIST1H2AM	
H2AC18	1	HIST2H2AA3	
MILR1	1	C17orf60	
GLE1	1	GLE1	
H2AC11	1	HIST1H2AG	
CREB3L3	1	CREB3L3	
CREB3L4	1	CREB3L4	
CREB3L1	1	CREB3L1	
CREB3L2	1	CREB3L2	
MS4A14	1	MS4A14	
PIP4K2A	1	PIP4K2A	
PLCE1	1	PLCE1	
PIP4K2B	1	PIP4K2B	
PIP4K2C	1	PIP4K2C	
JUNB	1	JUNB	
NHLRC3	1	NHLRC3	
NHLRC4	1	NHLRC4	
GLCE	1	GLCE	
PIH1D1	1	PIH1D1	
SARNP	1	SARNP	
TYRO3	1	TYRO3	
PIH1D2	1	PIH1D2	
NHLRC1	1	NHLRC1	
NHLRC2	1	NHLRC2	
FICD	1	FICD	
SRCAP	1	SRCAP	
GLG1	1	GLG1	
CRACR2A	1	EFCAB4B	
CRACR2B	1	EFCAB4A	
PPP4C	1	PPP4C	
PLCG2	1	PLCG2	
PLCG1	1	PLCG1	
NR2C2AP	1	NR2C2AP	
NSUN5P1	1	NSUN5P1	
JUND	1	JUND	
NSUN5P2	1	NSUN5P2	
DNASE2B	1	DNASE2B	
FIBP	1	FIBP	
SLC6A6	1	SLC6A6	
PPP5C	1	PPP5C	
SLC6A7	1	SLC6A7	
H2AC25	1	HIST3H2A	
SLC6A8	1	SLC6A8	
GIPC3	1	GIPC3	
SLC6A9	1	SLC6A9	
GIPC1	1	GIPC1	
H2AC20	1	HIST2H2AC	
GIPC2	1	GIPC2	
PLCH1	1	PLCH1	
PLCH2	1	PLCH2	
TRMU	1	TRMU	
TGFB1I1	1	TGFB1I1	
TRMO	1	C9orf156	
HRCT1	1	HRCT1	
GLI1	1	GLI1	
SLC6A1	1	SLC6A1	
H2AZ1-DT	1	LOC256880	
PFAS	1	PFAS	
GLI3	1	GLI3	
SLC6A3	1	SLC6A3	
GLI2	1	GLI2	
MS4A4A	1	MS4A4A	
SLC6A4	1	SLC6A4	
GLI4	1	GLI4	
IMPA1	1	IMPA1	
IMPA2	1	IMPA2	
RIOK2	1	RIOK2	
RIOK1	1	RIOK1	
GOLGA2P10	1	LOC80154	
HSFX2	1	HSFX2	
FCER2	1	FCER2	
MS4A6A	1	MS4A6A	
RIPPLY3	1	DSCR6	
PLCB3	1	PLCB3	
AKR7A2P1	1	AFARP1	
PLCB4	1	PLCB4	
PLCB1	1	PLCB1	
ZNF599	1	ZNF599	
PLCB2	1	PLCB2	
ZNF598	1	ZNF598	
ZNF597	1	ZNF597	
ZNF596	1	ZNF596	
ZNF595	1	ZNF595	
OCA2	1	OCA2	
ZNF594	1	ZNF594	
ZNF593	1	ZNF593	
ZNF592	1	ZNF592	
PACC1	1	TMEM206	
FIGN	1	FIGN	
MIPOL1	1	MIPOL1	
ZNF589	1	ZNF589	
ZNF587	1	ZNF587	
ZNF586	1	ZNF586	
